,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
0,"In what fictional city is the TV show Futurama set?
",New Chicago,New New York,New San Francisco,None of these,New New York
1,"What is the lowest ranking species in the Covenant hierarchy in the Halo series?
",Drone,Brute,Elite,Grunt,Grunt
2,"Who controls the Flood in the Halo series?
",Gravemind,The Prophet of Truth,The Arbiter,No one,Gravemind
3,"What is a SPARTAN in the Halo series?
",A Genetically modified super soldier,A higher ranking soldier than a ODST,Troopers that went through military training at the age of five,All of these,All of these
4,"What species is the Didact in the Halo series?
",Forerunner,Precursor,Promethean,Yamne,Forerunner
5,"In the Halo series, Zealots use Energy Swords.
",True,False,,,True
6,"Which of the following does the UNSC use to transport troops in the halo series?
",Falcons,Hornets,Phantoms,Pelicans,Pelicans
7,"What does UNSC stand for in the Halo series?
",None of the above,United Nations Space Council,United Nations Space Command,Unified Nations Supreme Court,United Nations Space Command
8,"What is the largest UNSC ship in the Halo series?
",UNSC In Amber Clad,UNSC Infinity,UNSC Spirit of Fire,UNSC Pillar of Autumn,UNSC Infinity
9,"What city does Halo 3 ODST take place in?
",Voi,New Mombasa,Toronto,New York,New Mombasa
10,"What is the largest species of the Covenant in the Halo series?
",Brute,Hunter,Jackal,Elite,Hunter
11,"Who made the fictional Mother Brain and for what purpose?
",The Galactic Federation built her as a next generation Aurora Unit.,It is unknown who made her but she was made to control Zebes.,The Space Pirates built her to be one of their generals.,The Chozo built her to be a organic Supercomputer.,The Chozo built her to be a organic Supercomputer.
12,"How did the Alimbics become extinct in the Metroid series?
",They discovered Phazon and developed Phazon Madness causing them to wipe each other out.,Gorea wiped them out.,The entire species used up their life energy to imprison Gorea.,The Metroids wiped them out.,The entire species used up their life energy to imprison Gorea.
13,"What creature passes on the X Parasite to Samus in the Metroid series?
",Metroid,Space Pirate,Kihunter,Hornoad,Hornoad
14,"Who is the Deleter in the Metroid series?
",Lyle Smithsonian,Adam Malkovich,K.G Misawa,James Pierce,James Pierce
15,"Kraid is the only one of his species encountered in the Metroid game.
",True,False,,,False
16,"What do Steamlords keep as pets in the Metroid series of games?
",Steambot,Warp Hound,Steamspider,Vaporwing,Vaporwing
17,"An ancient Chozo prophecy predicts the coming of Phazon and the Metroid Prime. In this prophecy the Metroid Prime is referred to as which of the following?
",Worm,Beast,Destroyer,Consumer,Worm
18,"King Worm can be fought after Mother Brainin Metroid Zero Mission.
",True,False,,,True
19,"What planet are Kihunters from in the Metroid games?
",Space Pirate Homeworld,Unknown,SR388,Zebes,Unknown
20,"What planet is Samus from  in the Metorid games?
",It is unknown,K-2L,Norion,Zebes,K-2L
21,"What is the name of the enemy faction in the first N.O.V.A?
",Xenos,Volterites,Judgers,The Dominion,Xenos
22,"The N.O.V.A 3 Shotgun is both semi and fully automatic.
",False,True,,,True
23,"On which planet does the first two missions in N.O.V.A 2 take place?
",Sagittarius,Earth,New Ceres,Aquarius,Aquarius
24,"Who helps Kal Wardin find the Judger artifact aboard Therrius in N.O.V.A?
",Prometheus,Yelena,MazRah,Rufus,MazRah
25,"In N.O.V.A, Kal Wardin is rewarded for finding out what happened aboard the Colonial Pride by almost being killed.
",False,True,,,True
26,"Who is the leader of the Volterites in N.O.V.A?
",MazRah,None of the above,Prometheus,The Overseer,The Overseer
27,"Which Xeno is capable of teleporting in N.O.V.A?
",Heavy Demon,Red Demon,Imp,Fiend,Heavy Demon
28,"In N.O.V.A, President Folson is unarmed.
",False,True,,,False
29,"Boreas is the only desert planet in the N.O.V.A series.
",False,True,,,False
30,"What is the name of the damsel you have to save in the classic arcade game Donkey Kong?
",Peach,Daisy,Pauline,Dixie Kong,Pauline
31,"Which of these was a name that game character, Mario, was once called?
",Koopa,Plumberio,Jumpman,Luigi,Jumpman
32,"Who or what turned Warios treasure into monsters in the game, Wario World?
",Kemmy Koopa,Lemmy Koopa,The black jewel,Bowser,The black jewel
33,"In the Mario games, what animal is a paratroopa?
",A bird,A lizard,A turtle,A tiger,A turtle
34,"When first created, Mario game character, Birdo, was what?
",A dog,A boy,A girl,A bird,A boy
35,"In the video games of Mario, is Luigi Marios cousin?
",No,Yes,,,No
36,"In the Mario video games, Bowser is the king of what?
",Bowsers,The Jungle,Mushroom Kingdom,Koopas,Koopas
37,"Who is the last boss in video game Paper Mario 2?
",Gloom Tail,Bowser,Shadow Queen,Cackletta,Shadow Queen
38,"Which movie is this Warcraft 3 quote from?
",Cool Hand Luke,For a Fistful of Dollars,Dirty Sanchez,Cool Hand Luke,ndit: -What we have here is a failure to communicate.
39,"Where does the popular video game character Mario live?
",The Koopa Kingdom,The Kingdom of Sarasaland,The Mushroom Kingdom,Yoshi Island,The Mushroom Kingdom
40,"What is Marios nationality according to Nintendo video games?
",Italian,American,Mexican,British,Italian
41,"Has the video game character Mario ever been in a TV show?
",No,Yes,,,Yes
42,"What was the first video game in which Mario appeared?
",Mario,The Mario Bros.,Super Mario,Donkey Kong,Donkey Kong
43,"Why does Mario wear a red cap in the Mario series of games?
",The creators didnt have the technology to animate his hair.,He is bald.,He cant make his hair neat.,He likes his cap.,The creators didnt have the technology to animate his hair.
44,"Has Nintendo character Mario ever been a bad guy?
",No,Yes,,,Yes
45,"What does the Fire Flower do to Mario in the Mario video games?
",Allows him to breath fire.,Nothing,It makes him angry.,Allows him to throw fire balls.,Allows him to throw fire balls.
46,"What effect does the Super Mushroom have on Mario in the popular series of video games?
",It makes him bigger.,None,It makes him impervious to danger.,It makes him smaller.,It makes him bigger.
47,"In the Mario series of video games, Mario never uses any weapons.
",False,True,,,False
48,"What is Marios occupation in the Mario series of games?
",engineer,doctor,plumber,electrician,plumber
49,"What is the name of the land where most of the Legend of Zelda games take place?
",Hylia,Hyrule,Sacred Realm,Termania,Hyrule
50,"Which monster made its first appearance in the game The Legend of Zelda: Majoras Mask?
",Chu-Chu,Armos,Keese,Octorok,Chu-Chu
51,"Which one of the Legend of Zelda games does not feature the same Link as the others?
",Ocarina of Time,Links Awakening,Wind Waker,Majoras Mask,Wind Waker
52,"Which of the following is not an item that Link uses in the Legend of Zelda series of games?
",A magical leaf used for flying,A spear used for immobilizing enemies,A jar that can suck stuff into it and shoot out gusts of wind,A candle for shooting fire at enemies,A spear used for immobilizing enemies
53,"In the Legend of Zelda series of games Link has not worn a tunic in what colour?
",yellow,blue,red,green,yellow
54,"Which games were included in the 2003 Legend of Zelda Collectors edition that became available on the Nintendo GameCube?
","The Legenda of Zelda, The Adventure of Link, A Link to the Past, Ocarina of TIme","Orcale of Seasons, Orcale of Ages, Links Awakening, and Minish Cap","The Legend of Zelda, The Adventure of Link, Ocarina of Time, Majoras Mask","A Link to the Past, Majoras Mask, Ocarina of Time, Wind Waker","The Legend of Zelda, The Adventure of Link, Ocarina of Time, Majoras Mask"
55,"Which Final Fantasy 3 character is known for blitzes such as Bum Rush, Pummel, and Suplex?
",Edgar,Setzer,Locke,Sabin,Sabin
56,"What character from the Final Fantasy series used a weapon called the Buster Sword?
",Sephiroth,Squall Leonhart,Cloud Strife,Seifer Almasy,Cloud Strife
57,"What was the name of the summoned creatures that aided the characters in the Final Fantasy 8 game?
",Materia,Summonings,Espers,Guardian Forces,Guardian Forces
58,"Which character was the main villain in the American Final Fantasy 3 game?
",Sin,Kefka,Garland,Sephiroth,Kefka
59,"Which Final Fantasy game was released in North America on 7 September 1999?
",Final Fantasy 10,Final Fantasy 9,Final Fantasy 8,Final Fantasy 7,Final Fantasy 8
60,"Which one of these Final Fantasy characters didnt own an airship?
",Setzer Gabbiani,Daryl,Rinoa Heartilly,Cid Highwind,Rinoa Heartilly
61,"What year was the first Final Fantasy game released in Japan?
",1989,1988,1990,1987,1987
62,"This character, who has appeared in nearly every Final Fantasy game, usually provides transportation to the main characters.
",Edgar,Cid,Sabin,Squall,Cid
63,"In this Final Fantasy spin-off every new recruit starts out as a Squire or a Chemist.
",Final Fantasy Mystic Quest,Final Fantasy Tactics Advance,Kingdom Hearts,Final Fantasy Tactics,Final Fantasy Tactics
64,"Final Fantasy X featured which mini-game?
",Snowboarding,Blitzball,Triple Triad,Tetra Master,Blitzball
65,"Which video game is the following quote from?
",Escape from Monkey Island,Escape from Monkey Island,Simon the Sorcerer 3D,Grim Fandango,e got muscles in places youve never even heard of.
66,"Which video game are the following quotes from?
"," Come on, comrades! Up to the rooftop! Go!", Get that flag up! Berlin is ours!,Call of Duty,Medal of Honor,
67,"Come on, comrades! Up to the rooftop! Go!
",Call of Duty,Medal of Honor,Call of Duty,Hidden and Dangerous 2, Get that flag up! Berlin is ours!
68,"What is the cheat for getting 50 000 simoleans in the computer game The Sims 2?
",kaching,all of these,motherlode,simoleons_$$$,motherlode
69,"What are the expansion packs available for The Sims 2 game?
","Odd Jobs, Pets",All of these,"University, Night Life, Family Fun, Open for Business","Makin Magic, Holiday, Party","University, Night Life, Family Fun, Open for Business"
70,"In the computer game The Sims 2, in order for a Sim to have a baby, you must select the woohoo option on a different Sim.
",False,True,,,False
71,"On the cover of the Sims 2 University expansion pack there is a picture of two Sims, one male and one female. What is the male Sim wearing?
",hippie outfit,toga,mascot costume,football equipment,toga
72,"Bella Goth is absent from the family when The Sims 2 begins.
",False,True,,,True
73,"In Open for Business, the third expansion pack for The Sims 2, Sims may earn 25 business perks.
",False,True,,,True
74,"Was the computer game The Sims 2 made solely by EA games?
",No,Yes,,,No
75,"The Sims 2 game is rated E (Everyone).
",False,True,,,False
76,"What is the name of the robot in The Sims 2, that fetches take-away food?
",HungryBot,MunchieBot,Bot,FoodBot,MunchieBot
77,"In Nightlife, the second expansion pack for The Sims 2, Sims can have their own cars.
",False,True,,,True
78,"Which is not an actual die?
",d10,d100,d4,d18,d18
79,"This class has the ability to smite evil.
",Rogue,Paladin,Ranger,Sorcerer,Paladin
80,"This race doesnt sleep, they meditate instead.
",Dwarf,Elf,Human,Changeling,Elf
81,"Which of these is not a feat?
",Quick Draw,Knowledge Arcana,Forge Ring,Toughness,Knowledge Arcana
82,"You roll a d20 for attack rolls (to see if you hit your opponent).
",True,False,,,True
83,"Which item costs the most according to the Players Handbook?
",Whetstone,Two-Bladed Sword,Full Plate Mail,Heavy Repeating Crossbow,Full Plate Mail
84,"How far can a medium sized, unencumbered creature walk in one round?
",20 feet,50 feet,30 feet,10 feet,30 feet
85,"Which class casts arcane magic innately?
",Ranger,Cleric,Wizard,Sorcerer,Sorcerer
86,"This 9th level wizard spell is sought after by many characters as a reward.  Many wizards also strive to learn this spell.
",Power Word Kill,Wish,Imprisonment,Gate,Wish
87,"This class must choose 2 weapon fighting or archery as their weapon style at 2nd level.
",Bard,Cleric,Ranger,Fighter,Ranger
88,"Where is the first warp whistle located in the game Super Mario 3?
",world 1-3,world 1 fortress,world 2-5,world 1-4,world 1-3
89,"In Mario Kart: Double Dash, what is the last thing you unlock by getting gold in the all cup tour in mirror mode?
",Parade car,Bullet car,Super Mario car,Ganondorf car,Parade car
90,"Which of the following characters can bounce off walls in the game Super Smash Brothers Melee?
",Luigi,Ness,Yoshi,Young Link,Young Link
91,"In the game Luigis Mansion, which of these in not one of Marios lost items?
",Marios shoe,Marios hat,Marios belt,Marios star,Marios belt
92,"Who is the boss at the end of world 5 in the game Super Mario 2?
",Birdo,Tryclide,Bowser,Clawgrip,Clawgrip
93,"In the game Super Mario 1, which level in world 7 is a water level?
",7-1,7-2,7-4,7-3,7-2
94,"In Super Mario World, you start the game on which island?
",Toads Island,Yoshis Island,Peachs Island,Bowsers Island,Yoshis Island
95,"Which of these is not a playable character in the video game Mario Party 4?
",Peach,Donkey Kong,Mario,Toad,Toad
96,"In the game Super Mario Sunshine, where is Bowser when you fight him at the end?
",in his castle,in a volcano,in a hot tub,in the windmill with Petey Piranha,in a hot tub
97,"What does Mario use for his power shot in the game Mario Power Tennis?
",a fiery racket,a hammer,a star,a fire fist,a hammer
98,"What is the God Pokemon called in Pokemon Pearl and Diamond?
",Giratina,Dialga,Cresselia,Arceus,Arceus
99,"The Pokemon creature Snorunt can evolve in which of the following?
",Glalie  Snolie,Glalie  Froslass,Glalie  Galrunt,Glalie  Probopass,Glalie  Froslass
100,"In what Pokemon version can Palkia be obtained?
",Pearl,Blue,Diamond,Red,Pearl
101,"What was the first ever ghost Pokemon to appear in a Pokemon episiode?
",Misdreavus,Gengar,Ghastly,Haunter,Gengar
102,"What Pokemon abducted Professor Spencer Haled in the movie Pokemon 3?
",Aipom,Gengar,Unknown,Entei,Unknown
103,"How many heroes are alive at the end of Startcraft: Brood War?
","6 - Artanis, Arcturus Mengsk, Jim Raynor, Zeratul, Samir Duran, Sarah Kerrigan","7 - Aratnis, Arcturus Mengsk, Aldaris, Samir Duran, Sarah Kerrigan, Fenix, Zeratul","5 - Fenix, Arcturus Mengsk, Edmund Duke, Samir Duran, Sarah Kerrigan","7 - Aratnis, Arcturus Mengsk, Aldaris, Samir Duran, Sarah Kerrigan, Fenix, Jim Raynor","6 - Artanis, Arcturus Mengsk, Jim Raynor, Zeratul, Samir Duran, Sarah Kerrigan"
104,"Edmund Duke leads which group of elite fighters?
",Alpha Squadron,Beta Squadron,Delta Squadron,Omega Squadron,Alpha Squadron
105,"What type of unit is Zeratul?
",Dark Archon,High Templar,Dark Templar,Zealot,Dark Templar
106,"What are characteristics of the Archon unit?
",10 hit points and 250 plasma shield,20 hit points and 250 plasma shield,10 hit points and 350 plasma shield,20 hit points and 300 plasma shield,10 hit points and 350 plasma shield
107,"What unit says that in the game?
",Zealot,Scout,Dark Templar,Zealot,Dark Templar
108,"What is Alexei Stukovs rank?
",General,Admiral,Vice Admiral,Corporal,Vice Admiral
109,"During which mission do Edmund Duke and Fenix die?
",True colors,Omega station,Day of lightning,Hammer falls,True colors
110,"Who leads the UED (United Earth Directorate forces)?
",Samir Duran,Gerard DuGalle,Jim Raynor,Alexei Stukov,Gerard DuGalle
111,"Who is Kerrigan talking to?
",Zeratul,Edmund Duke,Fenix,Artanis,Fenix
112,"What is the name of the Italian plumber, thats also the mascot of Nintendo?
",Luigi,Donkey Kong,Sonic,Mario,Mario
113,"What does KOTOR stand for?
",Kings Of The Old Realm,Know One Tells Our Ruses,Kin Of Time Or Rain,Knights of the Old Republic,Knights of the Old Republic
114,"In the video game Rock Band you can play multiple instruments in the band.
",False,True,,,True
115,"Which Age of Empires game expansion pack allows you to play as Native Americans?
",The War Chiefs,The Tribal Warriors,The Lakota Warriors,Asian Dynasty,The War Chiefs
116,"What is the name of Donkey Kongs tiny sidekick?
",Tiny Kong,Donkey Kong Jr.,Diddy Kong,Mini Donkey Kong,Diddy Kong
117,"Which GTA game features Tommy Vercetti?
",Grand Theft Auto III,San Andreas,"GTA 9,000",Vice City,Vice City
118,"Which game is Luis Sera featured in?
",Burnout Revenge,Dead Rising,Resident Evil 4,Midnight Mayhem,Resident Evil 4
119,"Which of these games is not based on a comic book?
",The Darkness,Ghost Rider,Kingdom Hearts,X-Men The Game,Kingdom Hearts
120,"Which of these songs is not in Guitar Hero 2?
",Carry on My Wayward Son,Strutter,War Pigs,We Will Rock You,We Will Rock You
121,"In 2007, this game was named by IGN the 3rd best GameCube game of all time.
",Pikmin,Super Smash Bros Melee,Resident Evil 4,Nicktoons Unite,Super Smash Bros Melee
122,"In the Legend of Zelda: Twilight Princess, what is the name of the first sword you get?
",Ordon sword,Four sword,Wooden sword,Master sword,Wooden sword
123,"In The Legend of Zelda: Majoras Mask, how many days do you have until the moon crashes down on Temina?
",one,nine,three,six,three
124,"There is at least one game of the Zelda series of games, released from 1986 to 2006, in which Zelda and Link get married.
",False,True,,,False
125,"What is the name of the owner of lon-lon ranch in the Zelda series of games?
",Zelda,Ingo,Minda,Talon,Talon
126,"In The Legend of Zelda: Twilight Princess, what was the name of the villain that had been fired from a joker at Hyrule Castle?
",None of these,Gannondorf,Navi,Vati,None of these
127,"In the Zelda series of games, what is the name of the tribe Gannondorf comes from?
",Zora,Gerudo,Goron,Hylian,Gerudo
128,"Link, one of the main characters in the Zelda series of games, is a member of what race?
",Hylians,Kokiri,Zora,Goron,Hylians
129,"What is Links fathers name according to the Zelda series of games?
",It has never been revealed.,Gerald,Sam,Lance,It has never been revealed.
130,"In which Zelda game does Link turn into a bunny when he goes into the dark world without a pearl?
",Twilight Princess,Link to the Past,Ocarina of Time,Links Awakening,Link to the Past
131,"Which computer game is this soundtrack from?
",Double Dragon,Final Fight,Punisher,Street Fighter,Double Dragon
132,"What island do you start on in the online role-playing game RuneScape?
",Beginners Island,Noobonia Island,Startagonia Island,Tutorial Island,Tutorial Island
133,"What icon is used to start a low detail RuneScape game?
",A skeleton,An imp,A warrior,A barbarian,A warrior
134,"What is the name of the sword used to defeat the demon in the demon slayer quest of the online role-playing game RuneScape?
",Brightheart,Demonbane,The Shining Light,Silverlight,Silverlight
135,"In the online role-playing game RuneScape, what kind of fruit is grown in Karajama?
",Apples,Bananas,Oranges,Pineapples,Bananas
136,"Priest robes raise your mage level in the mass online game RuneScape.
",True,False,,,False
137,"What is the highest weapon type available to nonmembers in the online role-playing game RuneScape?
",Dragon,Granite,Rune,Adamantite,Rune
138,"What is the name of the fantasy realm in which the RuneScape game is set?
",None of these,Modor,Gomor,Gielinor,Gielinor
139,"What does Traiborn call you in the online role-playing game RuneScape?
",Bungdungydingdong,Hugmugabugger,Thingummywut,Trindindlekindy,Thingummywut
140,"The action in the survival horror game Resident Evil 4 takes place in what country?
",Germany,Spain,France,USA,Spain
141,"Which of the guns listed is available before you beat the Resident Evil 4 game?
",Chicago typewriter,Killer7,Handcannon,Infinite Launcher,Killer7
142,"What is the merchants real name in the video game Resident Evil 4?
",Jeremy,Krauser,It is not mentioned,Robert,It is not mentioned
143,"This creature from the game Resident Evil 4 was created by splicing genes from reptiles, insects and a human into one organism.
",None of the above,Verdugo,Garrador,U3,U3
144,"In the survival video game Resident Evil 4, the handcannon with its exclusive upgrade does 99.9 damage and has infinite ammo.
",False,True,,,True
145,"Not including the rocket launcher, what is the second most powerful weapon in Resident Evil 4, according to its damage per shot?
",Semi-auto rifle,Chicago typewriter,Killer7,Broken butterfly,Broken butterfly
146,"Whose final speech ends in We shall win through no matter the cost!
",Alexei Stukov,Edmund Duke,Jim Raynor,Arcturus Mengsk,Arcturus Mengsk
147,"Who kills the Matriarch?
",Zeratul,Sarah Kerrigan,Aldaris,Samir Duran,Zeratul
148,"The words Doom to all who threaten the homeworld belong to which unit?
",Zealot,Dark Templar,Archon,Dark Archon,Zealot
149,"What were the words of Sarah Kerrigan to Jim Raynor when they first met?
",You pig!,"Hello, Jimmy","Hello, sheriff","Hello, marshal",You pig!
150,"How many hit points does the Arclite Siege Tank have?
",140,160,150,120,150
151,"Listen to the dialogue and determine what name is missing at the end
",Raynor,Alexei,Gerard,Kerrigan,Alexei
152,"What hero do these words belong to: I fear no death, I fear no enemy, our
",Fenix,Artanis,Zeratul,Fenix,rength is eternal
153,"What is the official version for the death of Alexei Stukov?
",He commits suicide after his fleet is destroyed,"He is killed by Samir Duran, because he was a traitor",His spaceship is blown up by Prottos forces,He dies during the final assault on planet Char,He dies during the final assault on planet Char
154,"Which unit says You called down the Thunder, now reap the Whirlwind.
",Ghost,Medic,Marine,Firebat,Ghost
155,"This sound clip is from what classic Nintendo game?
",Star Fox,Donkey Kong,Super Mario Bros,The Legend of Zelda,Super Mario Bros
156,"This sound clip is from what NES game featuring a creature that could eat anything?
",Metroid,Legend of Zelda,Super Mario Bros.,Kirbys Adventure,Kirbys Adventure
157,"This is the theme to what Xbox video game?
",Final Fantasy,Eldar Scrolls IV: Oblivion,Rainbow 6,Halo,Halo
158,"This is the overworld theme to this NES game that introduced the save function because the game took so long to complete.
",Metroid,Donkey Kong,Legend of Zelda,Super Mario Bros.,Legend of Zelda
159,"This is the victory theme to what popular video game series?
",Mortal Combat,Legend of Zelda,Final Fantasy,Super Mario,Final Fantasy
160,"From which fighting game is this sound clip?
",Street Fighter II,Super Smash Bros. Melee,Teken 4,Soul Caliber II,Super Smash Bros. Melee
161,"This sound clip is from what Game Boy game that spawned an anime TV show and a collectible card game?
",Final Fantasy,Pokemon,Magic the Gathering,Yu-Gi-Oh,Pokemon
162,"This sound clip is from what PC RTS game?
",Age of Empires II,StarCraft,Command and Conquer,Warcraft III,Age of Empires II
163,"This sound clip is a theme in which of the following Legend of Zelda games?
",The Legend of Zelda: A Link to the Past,The Legend of Zelda,The Legend of Zelda: The Wind Waker,The Legend of Zelda: Ocarina of Time,The Legend of Zelda: Ocarina of Time
164,"This sound clip is from what video game series?
",Star Wars: Rouge Squadron,Final Fantasy,Star Fox,Halo,Star Fox
165,"Which of these levels is on both Star Wars: Battlefront 1 and 2?
",Death Star,Kamino,Bespin,Mustafar,Kamino
166,"You can control Jedi on both Star Wars: Battlefront 1 and 2.
",True,False,,,False
167,"What is the default number of points to destroy a ship in a space battle on Star Wars: Battlefront  2?
",500,200,10,180,180
168,"Choose the correct order for player points bonuses in Star Wars: Battlefront from least to greatest.
","Endurance, Guardian, War Hero","Guardian, Endurance, War Hero","War Hero, Guardian, Endurance","Marksman, Demolition, Technician","Endurance, Guardian, War Hero"
169,"The two levels on Kashyyyk on Star Wars: Battlefront 1 are Islands and Docks.
",True,False,,,True
170,"On the Star Wars: Battlefront game, which of these is among the non-player characters of the game?
",Mace Windu,Heavy weapons soldier,Luke Skywalker,Jawas,Jawas
171,"Who controls the AT-ATs on Hoth in Star Wars: Battlefront?
",Empire,Rebels,Republic,CIS,Empire
172,"Warchief Thrall is the leader of which clan?
",Warsong,Death Spear,Black Rock,Doomhammer,Doomhammer
173,"What type of creature is the DeathWing?
",Black Dragon,Red Dragon,Bone Dragon,Green Dragon,Black Dragon
174,"What unit or hero does the phrase Speak up fool belong to?
",Ghoul,Druid of the Claw,Prince Arthas as Dead Knight,Prince Arthas,Prince Arthas as Dead Knight
175,"Who kills Mannoroth?
",Thrall,Prince Arthas,Grom Hellscream,Illidan Stormrage,Grom Hellscream
176,"What unit or hero does this phrase belong to?
",muradin bronzebeard,Human Footman,Dwarf Rifleman,Throll Hunter,Dwarf Rifleman
177,"Which building makes the Druid of the Claw unit?
",Ancient of  Lore,Ancient of  Wind,Ancient of Wisdom,Ancient of War,Ancient of  Lore
178,"Who rides 揘ightsabre Panthers?
",Wind Druids,Head Hunters,Huntresses,Archers,Huntresses
179,"What unit or hero does the phrase 揑 can see clearly, now the rain has gone belong to?
",Thrall,Shadow Hunter,Grom Hellscream,Thief,Grom Hellscream
180,"In the Pokemon TV series, Ash saw a Gyarados in the first episode.
",True,False,,,False
181,"On what other character is Ash Ketchum loosely based in the Pokemon video games?
",Blue,Yellow,Green,Red,Red
182,"Is the Pokemon character Raikou included in any of the first ten Pokemon movies?
",No,Yes,,,No
183,"What is the first season of Johto called in Pokemon series?
",Johto,Johto Quest,Johto Journeys,Master Quest,Johto Journeys
184,"Was the tenth Pokemon movie released simultaneously in Japan and the USA?
",Yes,No,,,No
185,"Where can you find the gym leader Blaine in the video games Pokemon Gold and Silver and Pokemon Crystal?
",Celadon City,Seaform Islands,Cinnabar Island,Fusia city,Seaform Islands
186,"What is the very first car you drive in the Need for Speed: Most Wanted game?
",Golf GTI,BMW M3 GTR,Corvette C6,Lamborghini Gallardo,BMW M3 GTR
187,"There are a total of 20 blacklist drivers in the game Need for Speed: Most Wanted.
",False,True,,,False
188,"In the racing game Need for Speed: Most Wanted, what are the street names of  Blacklist numbers 1, 4, 7, and 15?
","Razor, JV, Kaze, Sonny","Taz, Big Lou, Baron, Ronnie","Kaze, Big Lou, Bull, Razor","Webster, Vic, Izzy, Bull","Razor, JV, Kaze, Sonny"
189,"How many maximum infractions can you get in a single pursuit in the game Need for Speed: Most Wanted?
",10,9,8,7,8
190,"Do you have a rap sheet in the game Need for Speed: Most Wanted?
",Yes,No,,,Yes
191,"Which of the following refers to the ability to win a Blacklist opponents car in the game Need for Speed: Most Wanted?
",pink slip,gold bars,orange tye,thong wrap,pink slip
192,"In the racing game Need for Speed: Most Wanted, where is is Blacklist number one located?
",Johan City,Rockport,Goodwales,Amberhill,Rockport
193,"Who created the theme song of the Super Mario Brothers game?
",Nobuo Uematsu,Koji Kondo,Yasunori Mitsuda,Shigeru Miyamoto,Koji Kondo
194,"Shigeru Miyamoto constructed the arcade game Donkey Kongs music himself, using an Electronic Keyboard.
",True,False,,,True
195,"The core of this gaming console, released in 1977, was combined with a display and sound chip known as the TIA, for Television Interface Adaptor.  The console was capable of producing 2 channel mono sound.
",Sega Master System,Intellivision,Atari 2600,Nintendo Entertainment System (NES),Atari 2600
196,"The sound chip of the Commodore 64 home computer, released in 1982, was very advanced for its time.  It had three channels with several different waveforms, which could reach 8 different octaves each (approximately 16 - 4000 Hz).  Name the chip.
",Sound Interface Disk,Sound Interface Component,Sound Interface Device,Sound Interface Chip,Sound Interface Device
197,"My rogue in the game Dungeons and Dragons wants to use a wand of Greater Invisibility. In order to do this he must make a Use Magic Device check at what Difficulty Class?
",25,30,20,15,20
198,"Which of the listed bonuses in the game Dungeons and Dragons stacks?
",Dodge,Enchantment,Armor,Divine,Dodge
199,"Which of these feats does not prevent attacks of opportunity in one form or another in the role-playing game Dungeons and Dragons?
",Spring Attack,Flyby Attack,Improved Unarmed Strike,Improved Trip,Flyby Attack
200,"Which Knowledge Skill would allow you to determine the type of Giant you are facing in Dungeons and Dragons?
",Dungeoneering,Religion,Arcane,Nature,Nature
